,location,total_sqft,bath,price,bhk,encoded_loc
8344,Hebbal,1072.0,2,45.0,2,99
8345,Panathur,1230.0,2,80.0,2,192
8346,Murugeshpalya,1600.0,2,65.0,3,175
8347,Thanisandra,1411.0,3,93.25,3,223
8348,Rayasandra,3600.0,5,145.0,5,203
8349,Jalahalli,2404.0,3,138.0,3,119
8350,Doddathoguru,1208.0,3,45.0,3,74
8351,Haralur Road,1225.0,2,69.84,2,97
8352,Hebbal,1162.0,2,69.0,2,99
8353,Thanisandra,1262.0,2,65.0,3,223
8354,others,1050.0,2,35.0,2,245
8355,Channasandra,1500.0,3,61.95,3,60
8356,others,1610.0,3,85.0,3,245
8357,Whitefield,1340.0,2,41.0,2,239
8358,Sarjapur  Road,2275.0,4,182.0,3,208
8359,others,1500.0,2,145.0,2,245
8360,others,3150.0,3,135.0,4,245
8361,Hosa Road,1170.0,2,65.0,2,108
8362,Sarjapur  Road,980.0,2,25.0,2,208
8363,Channasandra,1800.0,3,60.0,3,60
8364,Banashankari Stage VI,1423.0,2,71.73,3,34
8365,Kaggadasapura,1106.0,2,40.0,2,126
8366,Kereguddadahalli,1105.0,2,27.6,2,146
8367,others,1255.0,2,56.7,2,245
8368,Babusapalaya,1061.0,2,38.95,2,28
8369,others,600.0,2,29.5,2,245
8370,Electronic City Phase II,1400.0,2,40.45,3,80
8371,Domlur,2100.0,3,145.0,3,76
8372,Electronic City,660.0,1,16.5,2,79
8373,Kengeri,633.0,1,18.0,2,144
8374,Indira Nagar,1260.0,2,120.0,2,116
8375,ITPL,907.0,2,55.43,2,114
8376,Hennur Road,2047.0,3,67.55,3,103
8377,others,2597.0,4,189.0,4,245
8378,Bellandur,1211.0,2,63.0,2,44
8379,Hennur Road,1904.0,3,129.0,3,103
8380,Balagere,1205.0,2,73.87,2,29
8381,Yeshwanthpur,1164.0,2,64.08,2,244
8382,others,1410.0,2,73.0,2,245
8383,others,1150.0,2,42.0,2,245
8384,others,1170.0,2,53.11,2,245
8385,Hennur,1420.0,2,62.0,2,102
8386,Panathur,1125.0,2,45.0,2,192
8387,NRI Layout,1789.0,3,75.0,3,178
8388,Hulimavu,1021.0,2,76.0,2,112
8389,Ananth Nagar,1074.0,2,26.85,2,18
8390,Kalena Agrahara,1222.0,2,48.0,2,129
8391,Hennur Road,1981.0,3,134.0,3,103
8392,Yelachenahalli,1103.0,2,55.0,2,240
8393,others,1201.0,2,65.0,2,245
8394,Sarjapur  Road,970.0,2,36.0,2,208
8395,Sarjapur,920.0,2,33.0,2,207
8396,Yeshwanthpur,1520.0,3,85.0,3,244
8397,Sonnenahalli,1268.0,2,75.0,3,218
8398,others,660.0,1,30.0,1,245
8399,Harlur,1755.0,3,115.0,3,98
8400,Hoskote,945.0,2,35.0,2,110
8401,8th Phase JP Nagar,500.0,1,33.0,1,9
8402,Harlur,2820.0,4,153.5,4,98
8403,Bommenahalli,1632.0,3,140.0,4,54
8404,Rachenahalli,1167.0,2,37.5,2,197
8405,Domlur,1276.0,2,80.0,2,76
8406,Thanisandra,1234.0,2,51.0,2,223
8407,ISRO Layout,1370.0,2,87.0,3,113
8408,Electronic City,1400.0,3,90.0,3,79
8409,Whitefield,1500.0,6,155.0,5,239
8410,others,1050.0,2,40.0,2,245
8411,Ramagondanahalli,1251.0,2,46.0,2,201
8412,Yeshwanthpur,1677.0,3,92.13,3,244
8413,Sarjapur  Road,1346.0,2,67.38,2,208
8414,Electronic City Phase II,1090.0,2,31.48,2,80
8415,Kanakapura,1290.0,2,51.1,3,135
8416,Garudachar Palya,1150.0,2,52.0,2,85
8417,Sarjapur,2690.0,3,295.0,3,207
8418,others,1576.0,2,40.0,2,245
8419,others,950.0,2,65.0,2,245
8420,Bommasandra Industrial Area,1491.0,3,40.5,3,53
8421,Ramamurthy Nagar,1050.0,2,51.66,2,202
8422,Hoodi,1660.0,3,131.0,3,104
8423,Nagavarapalya,1134.0,2,55.0,2,184
8424,Hebbal,1100.0,2,60.0,2,99
8425,others,980.0,3,80.0,3,245
8426,others,1080.0,2,37.8,2,245
8427,CV Raman Nagar,705.0,2,50.0,1,57
8428,others,1200.0,2,35.0,3,245
8429,Anandapura,1200.0,2,50.0,2,17
8430,Talaghattapura,1804.0,3,127.0,3,222
8431,others,750.0,2,20.0,2,245
8432,Malleshwaram,2800.0,4,252.0,4,169
8433,Battarahalli,1090.0,2,38.37,2,41
8434,Electronic City,1287.0,3,55.0,3,79
8435,Thigalarapalya,2215.0,4,157.0,3,224
8436,Sarjapur  Road,1045.0,2,42.15,2,208
8437,Hormavu,1263.0,2,47.36,2,107
8438,Whitefield,1431.0,3,85.0,3,239
8439,Dommasandra,999.0,2,32.9,2,77
8440,others,1535.0,3,72.0,3,245
8441,Marathahalli,2524.0,5,180.0,4,170
8442,7th Phase JP Nagar,2095.0,3,150.0,3,8
8443,others,1265.0,2,68.0,2,245
8444,Kudlu Gate,1215.0,2,44.96,2,157
8445,Yelahanka New Town,2200.0,2,180.0,2,242
8446,Electronics City Phase 1,1028.0,2,51.0,2,81
8447,Hegde Nagar,1835.0,2,92.0,3,101
8448,Munnekollal,1800.0,3,65.0,3,174
8449,1st Phase JP Nagar,2077.0,3,175.0,3,3
8450,Sarjapur  Road,2880.0,3,211.0,4,208
8451,Dasanapura,708.0,2,31.15,2,68
8452,Basavangudi,1200.0,2,120.0,2,39
8453,Hosakerehalli,925.0,2,46.25,2,109
8454,Bannerghatta Road,2826.0,3,148.0,3,38
8455,Kanakpura Road,458.0,1,33.66,1,136
8456,others,3500.0,4,150.0,4,245
8457,others,5400.0,4,250.0,4,245
8458,Amruthahalli,1450.0,2,90.0,3,16
8459,Kasavanhalli,1100.0,2,65.0,2,139
8460,Kadubeesanahalli,1185.0,2,55.0,2,124
8461,9th Phase JP Nagar,1900.0,4,80.0,4,10
8462,others,660.0,1,35.0,1,245
8463,Ambedkar Nagar,1920.0,4,121.0,3,15
8464,Jalahalli,1200.0,2,130.0,2,119
8465,Sarjapur  Road,3418.0,2,222.0,4,208
8466,1st Phase JP Nagar,4550.0,2,240.0,4,3
8467,Bhoganhalli,1205.0,2,68.32,2,47
8468,Haralur Road,1200.0,2,46.0,2,97
8469,Akshaya Nagar,1421.0,2,73.0,3,13
8470,6th Phase JP Nagar,1250.0,3,48.9,3,7
8471,Whitefield,524.0,1,29.0,1,239
8472,HSR Layout,4200.0,5,245.0,5,96
8473,Rachenahalli,985.0,2,50.17,2,197
8474,Whitefield,2830.0,4,161.0,4,239
8475,others,1140.0,2,60.0,2,245
8476,5th Block Hbr Layout,3600.0,5,130.0,5,5
8477,Raja Rajeshwari Nagar,1700.0,2,86.0,3,198
8478,Devanahalli,1360.0,2,62.425,2,70
8479,Dasarahalli,1333.0,2,86.65,2,69
8480,Electronic City,1258.0,2,85.5,2,79
8481,others,1458.0,2,87.0,3,245
8482,Electronic City,1386.0,2,85.0,2,79
8483,others,550.0,1,27.0,1,245
8484,Lakshminarayana Pura,1200.0,2,83.0,2,162
8485,others,1081.0,2,39.0,2,245
8486,Whitefield,2135.0,3,149.0,4,239
8487,Whitefield,2500.0,4,100.0,4,239
8488,others,1178.0,2,80.0,2,245
8489, Devarachikkanahalli,991.0,2,40.0,2,0
8490,Gottigere,1493.0,2,90.0,3,88
8491,Subramanyapura,2495.0,3,130.0,3,219
8492,Kammasandra,1080.0,2,31.99,2,134
8493,Dasanapura,814.0,2,53.0,2,68
8494,Electronic City,1025.0,2,50.0,2,79
8495,Whitefield,3075.0,2,188.0,4,239
8496,Whitefield,1760.0,3,160.0,3,239
8497,others,2700.0,4,295.0,4,245
8498,others,1175.0,2,52.86,2,245
8499,Hebbal,4235.0,5,364.0,4,99
8500,KR Puram,1100.0,2,45.0,2,123
8501,Banashankari,1450.0,2,50.75,2,30
8502,6th Phase JP Nagar,1810.0,3,131.0,3,7
8503,Gunjur Palya,1426.0,2,71.0,3,92
8504,Sector 7 HSR Layout,2400.0,2,195.0,3,211
8505,Kalyan nagar,1100.0,2,70.0,2,131
8506,Electronic City Phase II,650.0,1,35.0,1,80
8507,Kaikondrahalli,900.0,2,27.0,2,128
8508,Billekahalli,1360.0,2,110.0,2,48
8509,Yeshwanthpur,674.0,1,36.85,1,244
8510,Whitefield,1655.0,3,110.0,3,239
8511,others,1300.0,2,95.0,2,245
8512,others,936.0,1,53.0,1,245
8513,others,1277.0,2,92.0,2,245
8514,others,1200.0,2,54.0,2,245
8515,Hormavu,1015.0,2,39.08,2,107
8516,Budigere,1153.0,2,60.0,2,56
8517,Kengeri,1035.0,2,51.5,2,144
8518,KR Puram,3300.0,3,255.0,5,123
8519,Uttarahalli,1150.0,2,46.0,2,230
8520,Malleshwaram,1020.0,2,80.0,2,169
8521,8th Phase JP Nagar,1160.0,2,95.0,2,9
8522,Brookefield,1225.0,2,72.0,2,55
8523,others,1600.0,2,160.0,2,245
8524,Nagappa Reddy Layout,1350.0,3,60.0,3,180
8525,Channasandra,830.0,2,36.28,2,60
8526,Jalahalli,905.0,2,55.0,2,119
8527,Vijayanagar,1375.0,2,75.0,3,235
8528,others,1575.0,2,31.11,2,245
8529,Electronic City,1140.0,2,33.84,2,79
8530,Hormavu,1550.0,2,60.0,3,107
8531,Kannamangala,957.0,2,55.0,2,137
8532,9th Phase JP Nagar,890.0,2,45.0,2,10
8533,KR Puram,3000.0,4,235.0,4,123
8534,others,2400.0,5,150.0,5,245
8535,Rachenahalli,925.0,2,37.0,2,197
8536,Kammasandra,1415.0,2,60.0,2,134
8537,Thanisandra,1225.0,2,37.0,2,223
8538,Hennur Road,2000.0,4,90.0,4,103
8539,Whitefield,840.0,1,57.0,1,239
8540,Thanisandra,1732.0,3,112.0,3,223
8541,others,1200.0,1,45.0,1,245
8542,Bhoganhalli,1260.0,2,69.9,2,47
8543,others,1092.0,2,49.0,2,245
8544,others,827.0,2,34.0,2,245
8545,Chamrajpet,650.0,1,40.0,2,58
8546,Whitefield,1725.0,3,106.0,3,239
8547,Jalahalli,1000.0,2,70.0,2,119
8548,TC Palaya,1350.0,1,55.0,1,221
8549,7th Phase JP Nagar,3200.0,4,350.0,4,8
8550,Bellandur,1717.0,3,110.0,3,44
8551,Kanakpura Road,700.0,2,34.0,2,136
8552,others,800.0,2,32.0,2,245
8553,Sonnenahalli,1415.0,2,65.0,3,218
8554,7th Phase JP Nagar,1976.0,3,145.0,3,8
8555,Kambipura,883.0,2,37.01,2,132
8556,Yelahanka,700.0,1,38.0,1,241
8557,Sarjapur,1445.0,3,50.0,3,207
8558,Battarahalli,2082.0,3,104.0,3,41
8559,Thanisandra,933.0,2,66.0,2,223
8560,Electronic City Phase II,1155.0,2,57.0,2,80
8561,Bannerghatta,1200.0,2,73.2,2,37
8562,others,1055.0,2,43.0,2,245
8563,Rajaji Nagar,1555.0,3,125.0,3,199
8564,Bellandur,1420.0,3,62.0,3,44
8565,Bhoganhalli,896.9,2,78.74,2,47
8566,KR Puram,1035.0,2,40.0,2,123
8567,Whitefield,2064.0,5,225.0,4,239
8568,others,1839.0,3,160.0,3,245
8569,Yelahanka New Town,488.0,1,20.0,1,242
8570,others,2760.0,5,140.0,5,245
8571,Gunjur Palya,993.0,2,42.0,2,92
8572,Hoodi,1225.0,2,45.0,2,104
8573,Sompura,825.0,2,32.0,2,217
8574,Bellandur,3596.0,4,359.0,4,44
8575,Electronic City Phase II,1800.0,3,92.0,3,80
8576,others,925.0,2,100.0,2,245
8577,Kanakpura Road,1167.0,2,63.0,2,136
8578,Sarjapur,1150.0,2,41.0,2,207
8579,others,650.0,1,50.0,1,245
8580,Sarjapur  Road,675.0,1,27.0,1,208
8581,others,2260.0,3,90.0,2,245
8582,others,720.0,1,32.39,1,245
8583,Yelahanka New Town,1100.0,2,58.0,2,242
8584,Uttarahalli,1330.0,2,58.0,3,230
8585,Ulsoor,1685.0,4,185.0,3,229
8586,others,2400.0,5,75.0,6,245
8587,Banashankari,1770.0,3,108.0,3,30
8588,Prithvi Layout,2100.0,3,125.0,3,195
8589,Pai Layout,1000.0,2,42.0,2,191
8590,Ramamurthy Nagar,2916.0,5,230.0,4,202
8591,Kanakpura Road,1419.59,2,65.0,3,136
8592,Kodihalli,1400.0,3,81.0,3,150
8593,Horamavu Agara,750.0,2,37.49,2,105
8594,Bannerghatta,1070.0,2,87.0,2,37
8595,Kannamangala,1536.0,3,107.0,3,137
8596,JP Nagar,2400.0,3,196.0,3,117
8597,Sarjapur  Road,1773.5,2,102.92,3,208
8598,Electronic City,1342.0,2,72.0,2,79
8599,others,1600.0,3,130.0,3,245
8600,Kanakapura,938.0,1,50.0,1,135
8601,Budigere,1820.0,3,99.0,3,56
8602,Bhoganhalli,2439.0,4,170.0,4,47
8603,Kanakpura Road,1665.0,3,78.0,3,136
8604,Basavangudi,1850.0,3,150.0,3,39
8605,Bommanahalli,1091.0,2,40.0,2,51
8606,Brookefield,3675.0,4,176.0,4,55
8607,JP Nagar,1060.0,2,33.95,2,117
8608,Whitefield,1059.0,2,57.0,2,239
8609,Hebbal,1299.0,2,97.0,2,99
8610,Yelahanka,1491.0,3,85.0,3,241
8611,Basaveshwara Nagar,1200.0,2,85.0,2,40
8612,Yelahanka,2088.0,5,110.0,4,241
8613,Hulimavu,581.0,1,29.0,1,112
8614,others,1296.0,2,70.0,2,245
8615,others,1125.0,2,55.0,2,245
8616,Electronic City,1275.0,3,70.0,3,79
8617,Kothanur,1095.0,2,55.0,2,155
8618,Sarjapur  Road,10000.0,4,975.0,5,208
8619,Old Madras Road,1330.0,2,74.0,2,189
8620,Marathahalli,1135.0,2,60.0,2,170
8621,Whitefield,516.0,1,39.0,1,239
8622,others,1194.0,2,51.0,2,245
8623,Banaswadi,2250.0,5,240.0,5,35
8624,Electronic City,770.0,1,38.0,2,79
8625,Sarjapur  Road,3930.0,5,330.0,4,208
8626,Chikkalasandra,1355.0,3,54.2,3,63
8627,Harlur,2569.0,4,175.0,4,98
8628,Bhoganhalli,1707.0,3,115.0,3,47
8629,Sultan Palaya,1070.0,2,49.0,2,220
8630,Whitefield,6000.0,4,410.0,4,239
8631,Tumkur Road,1240.0,2,83.0,3,228
8632,JP Nagar,1300.0,2,91.65,2,117
8633,Ambalipura,1700.0,2,76.0,2,14
8634,Yeshwanthpur,1383.0,2,76.18,3,244
8635,others,3000.0,4,170.0,5,245
8636,Hulimavu,935.0,2,45.0,2,112
8637,Thigalarapalya,2072.0,4,151.0,3,224
8638,others,2200.0,3,225.0,4,245
8639,KR Puram,1116.0,2,45.0,2,123
8640,Whitefield,1639.0,3,107.0,3,239
8641,Marathahalli,1839.0,3,130.0,3,170
8642,others,1300.0,2,63.0,2,245
8643,Horamavu Agara,625.0,1,27.0,1,105
8644,Thanisandra,933.0,1,61.0,1,223
8645,Hosur Road,2289.0,3,180.0,3,111
8646,Ramamurthy Nagar,2316.0,3,125.0,3,202
8647,Electronic City,1005.0,2,39.77,2,79
8648,Horamavu Agara,1080.0,2,38.0,2,105
8649,Vishwapriya Layout,910.0,2,36.0,2,237
8650,Hormavu,1200.0,2,73.0,2,107
8651,Electronic City,1110.0,2,39.9,2,79
8652,Kothanur,1142.0,2,56.0,2,155
8653,2nd Stage Nagarbhavi,4000.0,4,240.0,5,4
8654,AECS Layout,1005.0,2,55.0,2,11
8655,others,1626.6,3,133.0,3,245
8656,Kothanur,1074.0,2,54.0,2,155
8657,Basavangudi,1230.0,2,80.0,2,39
8658,Electronic City,660.0,1,23.0,2,79
8659,others,1007.0,2,48.0,2,245
8660,Whitefield,1820.0,3,113.0,3,239
8661,others,1348.0,2,100.0,2,245
8662,Kasavanhalli,1230.0,2,66.25,2,139
8663,Horamavu Agara,1176.0,2,37.62,3,105
8664,Frazer Town,1200.0,2,78.0,2,82
8665,others,1298.0,2,65.0,2,245
8666,Kothanur,1285.0,2,60.0,2,155
8667,Electronic City,1644.0,3,92.59,3,79
8668,Kasavanhalli,1819.0,3,150.0,3,139
8669,1st Phase JP Nagar,1205.0,2,85.0,2,3
8670,Raja Rajeshwari Nagar,1270.0,2,62.0,2,198
8671,9th Phase JP Nagar,1240.0,2,39.89,3,10
8672,Jigani,1221.0,3,70.0,3,121
8673,Kanakpura Road,1339.0,2,63.0,2,136
8674,Thigalarapalya,4303.0,5,300.0,4,224
8675,Haralur Road,1315.0,2,85.0,2,97
8676,Raja Rajeshwari Nagar,1250.0,2,68.0,2,198
8677,Bisuvanahalli,850.0,2,27.0,2,50
8678,7th Phase JP Nagar,1600.0,2,110.0,3,8
8679,Electronic City,1250.0,2,62.0,2,79
8680,others,1312.0,2,56.5,3,245
8681,Kadugodi,3000.0,4,134.0,4,125
8682,Electronic City Phase II,1300.0,2,28.0,2,80
8683,Whitefield,1990.0,3,98.0,3,239
8684,others,760.0,2,38.5,2,245
8685,Ambedkar Nagar,5000.0,4,536.0,4,15
8686,Kadugodi,1614.0,2,59.0,3,125
8687,Judicial Layout,1500.0,3,162.0,4,122
8688,others,1182.0,2,60.1,3,245
8689,others,1053.0,2,46.29,2,245
8690,Gubbalala,2000.0,3,125.0,3,90
8691,Electronic City Phase II,1940.0,4,116.0,3,80
8692,Hennur Road,1590.0,3,105.0,3,103
8693,others,1035.0,2,52.79,2,245
8694,Raja Rajeshwari Nagar,1260.0,2,62.0,3,198
8695,Thanisandra,1702.0,3,107.0,3,223
8696,Bisuvanahalli,1080.0,2,65.0,3,50
8697,Kasavanhalli,1189.0,2,45.0,2,139
8698,Tumkur Road,1035.0,2,39.0,2,228
8699,Hennur Road,1200.0,2,36.0,2,103
8700,Yelahanka,1330.0,2,93.65,2,241
8701,Kaggalipura,1210.0,2,65.0,3,127
8702,Chikkalasandra,1350.0,2,54.2,3,63
8703,Kaval Byrasandra,1900.0,2,65.0,3,142
8704,Ambedkar Nagar,1935.0,4,125.0,3,15
8705,others,1410.0,3,90.0,3,245
8706,others,1469.0,2,99.14,2,245
8707,Varthur,986.0,2,30.0,2,231
8708,others,1460.0,2,87.0,3,245
8709,Chandapura,1345.0,2,39.5,3,59
8710,Panathur,980.0,2,57.0,2,192
8711,Kudlu Gate,1164.0,2,75.0,2,157
8712,Subramanyapura,929.0,1,51.0,2,219
8713,Kundalahalli,1065.0,2,70.0,2,159
8714,Budigere,1172.0,2,56.725,2,56
8715,others,3000.0,3,265.0,3,245
8716,Electronic City,1020.0,2,30.27,2,79
8717,Yeshwanthpur,672.0,1,36.85,1,244
8718,Brookefield,1746.0,3,115.0,3,55
8719,others,1200.0,2,120.0,3,245
8720,Ganga Nagar,1250.0,2,65.0,2,84
8721,Thanisandra,1188.0,2,39.0,2,223
8722,Whitefield,3565.0,4,218.0,4,239
8723,Marathahalli,1170.0,2,85.0,2,170
8724,others,1800.0,3,150.0,3,245
8725,others,1000.0,2,35.0,2,245
8726,Kasturi Nagar,2507.0,4,155.0,4,140
8727,Babusapalaya,1061.0,2,34.0,2,28
8728,KR Puram,1290.0,2,69.0,2,123
8729,Sarjapur,1200.0,2,42.6,2,207
8730,Bharathi Nagar,1120.0,2,39.29,2,46
8731,Electronic City,418.0,1,12.0,1,79
8732,Sarjapur,1333.0,3,50.0,3,207
8733,Thanisandra,747.0,1,34.355,1,223
8734,Thanisandra,2030.0,4,125.0,3,223
8735,Balagere,1012.0,2,70.0,2,29
8736,Kudlu,1245.0,2,60.0,3,156
8737,7th Phase JP Nagar,1765.0,3,118.0,3,8
8738,Gottigere,1110.0,2,36.25,2,88
8739,others,967.0,2,47.8,2,245
8740,Sarjapur,1044.0,2,36.0,2,207
8741,Brookefield,1518.0,3,80.0,3,55
8742,KR Puram,1300.0,2,57.0,3,123
8743,others,1798.0,3,73.0,3,245
8744,KR Puram,866.28,2,36.38,2,123
8745,Whitefield,3410.0,5,253.0,4,239
8746,Singasandra,1179.0,2,56.0,2,215
8747,others,2098.0,3,210.0,3,245
8748,Haralur Road,1976.0,3,92.0,3,97
8749,5th Phase JP Nagar,1190.0,2,61.8,2,6
8750,others,1800.0,3,192.0,3,245
8751,Jakkur,1761.0,3,84.52,3,118
8752,Cooke Town,1700.0,3,120.0,3,65
8753,Electronic City,1128.0,2,64.8,2,79
8754,Electronic City,1220.0,2,35.25,3,79
8755,others,509.0,1,20.0,1,245
8756,Ambedkar Nagar,1852.0,4,122.0,3,15
8757,Varthur,1045.0,2,40.65,2,231
8758,others,3535.0,4,215.0,4,245
8759,others,1800.0,3,82.0,4,245
8760,Hebbal Kempapura,1436.0,2,75.0,3,100
8761,others,1397.0,2,52.0,3,245
8762,Kothanur,1140.0,2,56.0,2,155
8763,Balagere,645.0,1,55.0,1,29
8764,others,2050.0,3,135.0,3,245
8765,Sarjapur  Road,1335.0,2,95.0,2,208
8766,others,2100.0,1,200.0,2,245
8767,Thanisandra,1140.0,2,59.0,2,223
8768,Hosakerehalli,2376.0,3,240.0,3,109
8769,Thanisandra,663.0,1,46.0,1,223
8770,Kanakpura Road,1450.0,3,60.9,3,136
8771,Kodichikkanahalli,1400.0,3,66.0,3,147
8772,others,1339.0,2,53.56,2,245
8773,Electronic City,1220.0,2,35.23,3,79
8774,others,1305.0,2,52.0,2,245
8775,Green Glen Layout,1740.0,3,80.0,3,89
8776,Anekal,680.0,1,21.0,2,19
8777,Bannerghatta Road,1154.0,2,47.0,2,38
8778,Munnekollal,1200.0,2,40.0,2,174
8779,Hennur,1155.0,2,54.5,2,102
8780,Sarjapur  Road,1525.0,2,63.0,3,208
8781,Hebbal,2470.0,5,192.0,4,99
8782,Padmanabhanagar,1100.0,2,60.0,2,190
8783,Hormavu,1250.0,2,65.0,2,107
8784,Kothanur,1400.0,2,70.0,2,155
8785,others,1600.0,3,100.0,3,245
8786,Electronic City,1060.0,2,55.0,2,79
8787,Horamavu Banaswadi,1272.0,2,50.0,2,106
8788,Kanakpura Road,1296.0,2,105.0,2,136
8789,Karuna Nagar,1945.0,3,115.0,3,138
8790,Chandapura,1033.0,2,30.47,3,59
8791,others,2300.0,2,69.0,3,245
8792,Gunjur Palya,1235.0,2,52.76,2,92
8793,others,850.0,2,42.5,2,245
8794,Subramanyapura,1880.0,3,110.0,3,219
8795,Kenchenahalli,1060.0,2,52.0,2,143
8796,Hennur Road,2041.0,3,138.0,3,103
8797,others,1150.0,2,39.0,2,245
8798,LB Shastri Nagar,1184.0,2,62.0,2,160
8799,Sarjapur  Road,1680.0,3,126.0,3,208
8800,Thanisandra,1411.0,3,100.0,3,223
8801,others,3500.0,4,320.0,4,245
8802,Thanisandra,1702.0,3,120.0,3,223
8803,Yelahanka,1185.0,2,45.0,2,241
8804,Kanakpura Road,1300.0,3,64.0,3,136
8805,others,1545.0,3,65.0,3,245
8806,6th Phase JP Nagar,1515.0,2,135.0,3,7
8807,Jigani,1300.0,3,55.0,3,121
8808,JP Nagar,1107.0,2,57.0,2,117
8809,Old Madras Road,1720.0,3,106.0,3,189
8810,others,1540.0,3,150.0,3,245
8811,Bannerghatta Road,1000.0,2,44.5,2,38
8812,Electronic City,710.0,1,40.42,1,79
8813,others,3200.0,4,270.0,4,245
8814,Bannerghatta Road,1250.0,2,48.0,2,38
8815,Kaggadasapura,2400.0,4,130.0,5,126
8816,Hegde Nagar,1584.01,3,104.0,3,101
8817,Kaggadasapura,1485.0,2,70.0,3,126
8818,Hennur Road,1100.0,2,78.0,3,103
8819,8th Phase JP Nagar,1245.0,2,59.0,2,9
8820,Hennur Road,1880.0,4,154.0,4,103
8821,others,1050.0,2,45.0,2,245
8822,Bannerghatta Road,1640.0,3,105.0,3,38
8823,others,1165.0,2,65.0,2,245
8824,Kengeri Satellite Town,1110.0,2,43.0,2,145
8825,Uttarahalli,4500.0,4,150.0,4,230
8826,others,1200.0,1,42.0,2,245
8827,Yelahanka,1500.0,2,12.75,2,241
8828,Jalahalli,1704.0,3,94.36,3,119
8829,7th Phase JP Nagar,1275.0,2,88.0,3,8
8830,Sarjapur  Road,1222.0,2,68.0,3,208
8831,Electronic City,1000.0,2,29.95,2,79
8832,Yelahanka,1517.0,3,71.28,3,241
8833,Horamavu Agara,1166.0,2,37.29,2,105
8834,Electronic City,870.0,2,24.0,2,79
8835,5th Phase JP Nagar,4000.0,5,170.0,5,6
8836,Whitefield,1345.0,3,58.0,3,239
8837,Dommasandra,900.0,3,75.0,3,77
8838,EPIP Zone,3800.0,5,170.0,4,78
8839,Chandapura,971.0,2,38.0,3,59
8840,EPIP Zone,1810.0,2,65.0,2,78
8841,others,1300.0,2,58.0,2,245
8842,Thanisandra,1185.0,2,45.0,2,223
8843,Pattandur Agrahara,1350.0,2,68.0,2,193
8844,Budigere,1590.0,3,76.16,3,56
8845,Brookefield,1560.0,3,149.0,4,55
8846,Somasundara Palya,1650.0,3,126.0,3,216
8847,others,1645.0,3,87.0,3,245
8848,Hennur Road,1748.0,3,103.0,3,103
8849,Kengeri Satellite Town,1170.0,2,50.0,2,145
8850,Sarjapur  Road,3420.0,4,225.0,4,208
8851,Hulimavu,1320.0,2,65.0,3,112
8852,Frazer Town,1870.0,3,180.0,3,82
8853,Sarjapur  Road,1510.0,2,110.0,3,208
8854,others,2700.0,7,110.0,6,245
8855,others,1305.0,2,45.68,3,245
8856,Mahadevpura,1500.0,2,70.0,3,165
8857,Thanisandra,1948.0,4,129.0,4,223
8858,Margondanahalli,1448.0,3,70.0,3,171
8859,Sarjapur  Road,1242.0,2,78.0,2,208
8860,Sonnenahalli,1268.0,2,58.0,2,218
8861,Ramamurthy Nagar,1101.0,2,50.0,2,202
8862,others,1255.0,2,65.0,2,245
8863,Hosa Road,1089.0,2,32.67,2,108
8864,others,1650.0,2,140.0,4,245
8865,Kaggalipura,950.0,2,45.0,2,127
8866,HBR Layout,1068.0,2,43.0,2,94
8867,Yelahanka New Town,860.0,1,31.0,2,242
8868,Yelahanka,1756.0,3,66.73,3,241
8869,Whitefield,1205.0,2,41.0,2,239
8870,Hormavu,1604.0,3,68.0,3,107
8871,Ananth Nagar,1010.0,2,38.0,2,18
8872,Doddakallasandra,1010.0,2,41.0,2,73
8873,Yelahanka,1050.0,2,33.1,2,241
8874,Mysore Road,1248.52,3,115.0,3,176
8875,Attibele,410.0,1,10.0,1,23
8876,Bannerghatta Road,1656.0,2,62.93,3,38
8877,Naganathapura,1451.0,3,68.0,3,179
8878,JP Nagar,1250.0,2,93.0,2,117
8879,others,4395.0,3,240.0,3,245
8880,Sonnenahalli,1340.0,2,42.0,3,218
8881,others,1100.0,2,38.5,2,245
8882, Devarachikkanahalli,1700.0,3,71.0,3,0
8883,KR Puram,1096.0,2,43.0,2,123
8884,others,1936.0,3,139.0,3,245
8885,Nehru Nagar,1269.0,2,63.0,3,186
8886,Panathur,1586.0,3,125.0,3,192
8887,Rajaji Nagar,1376.0,2,124.0,2,199
8888,Kanakpura Road,1452.0,3,56.5,3,136
8889,Hosa Road,1538.0,3,107.0,3,108
8890,Hosur Road,1427.0,2,130.0,3,111
8891,others,935.0,2,40.0,2,245
8892,others,1220.0,2,65.0,2,245
8893,Harlur,1197.0,2,77.0,2,98
8894,Varthur,674.0,1,19.9,2,231
8895,Kengeri,410.0,1,15.0,1,144
8896,Thanisandra,1573.0,3,90.0,3,223
8897,Dodda Nekkundi,1135.0,2,58.0,2,71
8898,others,1400.0,2,40.43,3,245
8899,others,1200.0,1,65.0,1,245
8900,others,1800.0,3,95.0,3,245
8901,others,2045.0,3,108.0,3,245
8902,Sonnenahalli,1268.0,2,56.0,2,218
8903,Yelahanka,1600.0,3,100.0,3,241
8904,Thanisandra,1056.0,2,70.0,2,223
8905,Whitefield,4500.0,4,330.0,4,239
8906,KR Puram,1204.0,2,58.0,2,123
8907,others,1410.0,2,54.0,3,245
8908,Hennur Road,1460.0,2,80.3,2,103
8909,Dodda Nekkundi,1100.0,2,41.18,2,71
8910,others,1310.0,2,88.0,2,245
